audit_run_id	parse_run_id	source_run_id	table_name	field_name	source_position	alternate_column_name	cde_id_raw	row_count	non_missing_count	missing_like_count	missing_like_fraction	distinct_non_missing_count	example_values_small_sample	probable_field_group	group_assignment_rule	blank_count	not_available_count	not_applicable_count	unknown_count	not_evaluated_count	discrepancy_count	na_count	n_a_count	null_count	none_count	nan_count
20260412T023635Z	20260412T010932Z	20260412T000556Z	clinical_follow_up_v4_0	bcr_patient_uuid	1	bcr_patient_uuid	CDE_ID:	716	716	0	0.0	619	"[""23C31C2E-336C-4878-A476-CF8D811B4875"", ""28e9048a-e540-42de-a1f4-4ef894fccc4c"", ""738E1ACC-1F0C-4A96-9C8A-222727EF5AF8"", ""E3FCBF94-D3EF-4A37-AA45-5297F96AF9EB"", ""E783E518-C1E5-4EAC-8EAF-E2D65CCD9692""]"	identifier / admin	identifier_prefix:bcr_	0	0	0	0	0	0	0	0	0	0	0
20260412T023635Z	20260412T010932Z	20260412T000556Z	clinical_follow_up_v4_0	bcr_patient_barcode	2	bcr_patient_barcode	CDE_ID:2003301	716	716	0	0.0	619	"[""TCGA-AR-A1AM"", ""TCGA-AR-A24Q"", ""TCGA-AR-A2LE"", ""TCGA-AR-A2LJ"", ""TCGA-S3-AA10""]"	identifier / admin	identifier_prefix:bcr_	0	0	0	0	0	0	0	0	0	0	0
20260412T023635Z	20260412T010932Z	20260412T000556Z	clinical_follow_up_v4_0	bcr_followup_barcode	3	bcr_followup_barcode	CDE_ID:	716	716	0	0.0	716	"[""TCGA-3C-AAAU-F68069"", ""TCGA-3C-AAAU-F71341"", ""TCGA-3C-AALI-F68057"", ""TCGA-3C-AALJ-F68060"", ""TCGA-3C-AALJ-F71675""]"	identifier / admin	identifier_prefix:bcr_	0	0	0	0	0	0	0	0	0	0	0
20260412T023635Z	20260412T010932Z	20260412T000556Z	clinical_follow_up_v4_0	bcr_followup_uuid	4	bcr_followup_uuid	CDE_ID:	716	716	0	0.0	716	"[""0009B079-7981-4E93-BEDA-673A97FF1137"", ""0021AB34-8C5F-451E-8B64-DF949CB50034"", ""00555AC3-B1C1-4712-A6CD-9FDF98F9D2B3"", ""00AF090C-547A-493B-9220-2FEF43822FD0"", ""01404DEF-ED7D-4186-9DC8-5FE8C812821B""]"	identifier / admin	identifier_prefix:bcr_	0	0	0	0	0	0	0	0	0	0	0
20260412T023635Z	20260412T010932Z	20260412T000556Z	clinical_follow_up_v4_0	form_completion_date	5	form_completion_date	CDE_ID:	716	716	0	0.0	210	"[""2013-10-2"", ""2013-3-2"", ""2015-3-30"", ""2014-12-23"", ""2015-3-9""]"	identifier / admin	identifier_exact_name:form_completion_date	0	0	0	0	0	0	0	0	0	0	0
20260412T023635Z	20260412T010932Z	20260412T000556Z	clinical_follow_up_v4_0	followup_lost_to	6	lost_follow_up	CDE_ID:61333	716	716	0	0.0	3	"[""NO"", ""YES"", ""[Not Available]""]"	follow-up / outcome-like	keyword:followup	0	0	0	0	0	0	0	0	0	0	0
20260412T023635Z	20260412T010932Z	20260412T000556Z	clinical_follow_up_v4_0	radiation_treatment_adjuvant	7	radiation_therapy	CDE_ID:2005312	716	716	0	0.0	5	"[""YES"", ""NO"", ""[Unknown]"", ""[Not Available]"", ""[Discrepancy]""]"	radiation	keyword:radiation	0	0	0	0	0	0	0	0	0	0	0
20260412T023635Z	20260412T010932Z	20260412T000556Z	clinical_follow_up_v4_0	pharmaceutical_tx_adjuvant	8	postoperative_rx_tx	CDE_ID:3397567	716	716	0	0.0	5	"[""YES"", ""NO"", ""[Unknown]"", ""[Not Available]"", ""[Discrepancy]""]"	treatment / drug	keyword:pharm	0	0	0	0	0	0	0	0	0	0	0
20260412T023635Z	20260412T010932Z	20260412T000556Z	clinical_follow_up_v4_0	tumor_status	9	person_neoplasm_cancer_status	CDE_ID:2759550	716	716	0	0.0	4	"[""TUMOR FREE"", ""WITH TUMOR"", ""[Unknown]"", ""[Not Available]""]"	follow-up / outcome-like	keyword:tumor_status	0	0	0	0	0	0	0	0	0	0	0
20260412T023635Z	20260412T010932Z	20260412T000556Z	clinical_follow_up_v4_0	vital_status	10	vital_status	CDE_ID:5	716	716	0	0.0	3	"[""Alive"", ""Dead"", ""[Not Available]""]"	follow-up / outcome-like	keyword:vital_status	0	0	0	0	0	0	0	0	0	0	0
20260412T023635Z	20260412T010932Z	20260412T000556Z	clinical_follow_up_v4_0	last_contact_days_to	11	days_to_last_followup	CDE_ID:3008273	716	716	0	0.0	552	"[""[Not Available]"", ""10"", ""0"", ""375"", ""396""]"	follow-up / outcome-like	keyword:last_contact	0	0	0	0	0	0	0	0	0	0	0
20260412T023635Z	20260412T010932Z	20260412T000556Z	clinical_follow_up_v4_0	death_days_to	12	days_to_death	CDE_ID:3165475	716	716	0	0.0	53	"[""[Not Applicable]"", ""0"", ""1034"", ""1048"", ""1072""]"	follow-up / outcome-like	keyword:death	0	0	0	0	0	0	0	0	0	0	0
20260412T023635Z	20260412T010932Z	20260412T000556Z	clinical_follow_up_v4_0	new_tumor_event_dx_indicator	13	new_tumor_event_after_initial_treatment	CDE_ID:3121376	716	716	0	0.0	4	"[""NO"", ""YES"", ""[Unknown]"", ""[Not Available]""]"	follow-up / outcome-like	keyword:new_tumor_event	0	0	0	0	0	0	0	0	0	0	0
